packageLabel,evidenceID,relativePath,masterOrDerivative,fileRole,sha256,sizeBytes,mimeType,sourceVideo,timestamp,environmentCandidate,menuID,catalogID,view,captureDate,researcher,verificationState,supersessionState,validationState,notes
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_002-character_stable,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_002/CF27_XBOXUNKNOWN_RTG_EYECOLOR_002_CHARACTER_STABLE_video-007_15p00s.png,derivative,catalogDerivativeFrame,9a4cf2c09307365c9b13391beaaa5b736811b46488622d8655f7955602731335,1426414,image/png,video-007,15,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,CHARACTER_STABLE,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_002-menu_thumbnail_evidence,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_002/CF27_XBOXUNKNOWN_RTG_EYECOLOR_002_MENU_THUMBNAIL_EVIDENCE_video-007_15p00s.png,derivative,menuEvidenceFrame,9a4cf2c09307365c9b13391beaaa5b736811b46488622d8655f7955602731335,1426414,image/png,video-007,15,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_002,MENU,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_003-character_stable,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003_CHARACTER_STABLE_video-007_17p00s.png,derivative,catalogDerivativeFrame,f54a4d7ba5f909446093ec7d6eb57f9363f438ac5f3478c67c79777d917918ac,1396438,image/png,video-007,17,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,CHARACTER_STABLE,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_003-menu_thumbnail_evidence,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003/CF27_XBOXUNKNOWN_RTG_EYECOLOR_003_MENU_THUMBNAIL_EVIDENCE_video-007_17p00s.png,derivative,menuEvidenceFrame,f54a4d7ba5f909446093ec7d6eb57f9363f438ac5f3478c67c79777d917918ac,1396438,image/png,video-007,17,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_003,MENU,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_004-character_stable,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004_CHARACTER_STABLE_video-007_19p00s.png,derivative,catalogDerivativeFrame,faf88bb8ac9a95e892e07c71a9a3c4cc000f1b4cededdca5a6a996d70e46f1e9,1399095,image/png,video-007,19,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,CHARACTER_STABLE,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_004-menu_thumbnail_evidence,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004/CF27_XBOXUNKNOWN_RTG_EYECOLOR_004_MENU_THUMBNAIL_EVIDENCE_video-007_19p00s.png,derivative,menuEvidenceFrame,faf88bb8ac9a95e892e07c71a9a3c4cc000f1b4cededdca5a6a996d70e46f1e9,1399095,image/png,video-007,19,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_004,MENU,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_005-character_stable,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005_CHARACTER_STABLE_video-007_28p00s.png,derivative,catalogDerivativeFrame,0c39378a93d80b479940e45842dfe44f1ae4e3ec87b7202181bad4f7dab7fe49,1413848,image/png,video-007,28,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,CHARACTER_STABLE,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_005-menu_thumbnail_evidence,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005/CF27_XBOXUNKNOWN_RTG_EYECOLOR_005_MENU_THUMBNAIL_EVIDENCE_video-007_28p00s.png,derivative,menuEvidenceFrame,0c39378a93d80b479940e45842dfe44f1ae4e3ec87b7202181bad4f7dab7fe49,1413848,image/png,video-007,28,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_005,MENU,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_006-character_stable,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006_CHARACTER_STABLE_video-007_24p00s.png,derivative,catalogDerivativeFrame,71e79e9fcda2a5ea5eb048129af70deba4b57e4e84f52cfff03cb7223b3c8484,1396966,image/png,video-007,24,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,CHARACTER_STABLE,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_006-menu_thumbnail_evidence,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006_MENU_THUMBNAIL_EVIDENCE_video-007_24p00s.png,derivative,menuEvidenceFrame,71e79e9fcda2a5ea5eb048129af70deba4b57e4e84f52cfff03cb7223b3c8484,1396966,image/png,video-007,24,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,MENU,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_007-character_stable,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007_CHARACTER_STABLE_video-007_22p00s.png,derivative,catalogDerivativeFrame,21ac2e39811facfa4eaa51932dca07c24de09a34726d4d6a35bd74bbdeda82a2,1399065,image/png,video-007,22,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,CHARACTER_STABLE,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyecolor_007-menu_thumbnail_evidence,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007_MENU_THUMBNAIL_EVIDENCE_video-007_22p00s.png,derivative,menuEvidenceFrame,21ac2e39811facfa4eaa51932dca07c24de09a34726d4d6a35bd74bbdeda82a2,1399065,image/png,video-007,22,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-color,CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,MENU,2026-07-13T01:30:40.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Color label. Frame is a local derivative and is not production data. Category: Eye Color.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyeshape_001-character_front,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001_CHARACTER_FRONT_video-006_14p00s.png,derivative,catalogDerivativeFrame,04d62fca726a41aed7e0092a8cc19dd4b53982312b6f51660418250968232d45,1212653,image/png,video-006,14,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,CHARACTER_FRONT,2026-07-13T01:29:49.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Shape label. Frame is a local derivative and is not production data. Category: Eye Shape.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyeshape_001-menu,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001_MENU_video-006_14p00s.png,derivative,menuEvidenceFrame,04d62fca726a41aed7e0092a8cc19dd4b53982312b6f51660418250968232d45,1212653,image/png,video-006,14,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,MENU,2026-07-13T01:29:49.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Shape label. Frame is a local derivative and is not production data. Category: Eye Shape.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyeshape_002-character_front,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002_CHARACTER_FRONT_video-006_16p00s.png,derivative,catalogDerivativeFrame,d293523adec68c318173dd98bedd64aed9a07032af57006f949a422fa530afd2,1356839,image/png,video-006,16,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,CHARACTER_FRONT,2026-07-13T01:29:49.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Shape label. Frame is a local derivative and is not production data. Category: Eye Shape.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyeshape_002-menu,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002_MENU_video-006_16p00s.png,derivative,menuEvidenceFrame,d293523adec68c318173dd98bedd64aed9a07032af57006f949a422fa530afd2,1356839,image/png,video-006,16,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,MENU,2026-07-13T01:29:49.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Shape label. Frame is a local derivative and is not production data. Category: Eye Shape.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyeshape_003-character_front,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003_CHARACTER_FRONT_video-006_18p00s.png,derivative,catalogDerivativeFrame,53038effa7cd6fda18cd041900e07f2e02159c2a85d5d7628062adaed0031bab,1345372,image/png,video-006,18,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,CHARACTER_FRONT,2026-07-13T01:29:49.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Shape label. Frame is a local derivative and is not production data. Category: Eye Shape.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyeshape_003-menu,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003_MENU_video-006_18p00s.png,derivative,menuEvidenceFrame,53038effa7cd6fda18cd041900e07f2e02159c2a85d5d7628062adaed0031bab,1345372,image/png,video-006,18,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,MENU,2026-07-13T01:29:49.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Shape label. Frame is a local derivative and is not production data. Category: Eye Shape.
PRIMARY RESEARCH CANDIDATE — NOT PRODUCTION VERIFIED,evidence-frame-cf27_xboxunknown_rtg_eyeshape_004-character_front,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_004/CF27_XBOXUNKNOWN_RTG_EYESHAPE_004_CHARACTER_FRONT_video-006_19p00s.png,derivative,catalogDerivativeFrame,bdd753544771499cbf8e6fc4bea3157c8a6799b0f929564976ab8176d860a13d,1326598,image/png,video-006,19,env-cf27-research-video-001-rtg-path,cf27-menu-head-skin-eye-shape,CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,CHARACTER_FRONT,2026-07-13T01:29:49.000000Z,UNKNOWN_RESEARCHER,PRIMARY_RESEARCH_ONLY_NOT_SECOND_VERIFIED,CURRENT,valid,Full-screen frame extracted from a directly selected Eye Shape label. Frame is a local derivative and is not production data. Category: Eye Shape.
