queue_id,candidate_id,primary_decision,review_status,production_status
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_COMPLEXION_COMPLEXION_6,FC26_RESEARCH_FC26_HEAD_COMPLEXION_COMPLEXION_6,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_COMPLEXION_COMPLEXION_9,FC26_RESEARCH_FC26_HEAD_COMPLEXION_COMPLEXION_9,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_18,FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_18,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_27,FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_27,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_36,FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_36,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_41,FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_41,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_51,FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_51,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_3,FC26_RESEARCH_FC26_HEAD_SKIN_SURFACE_SKIN_SURFACE_3,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FRECKLES_NONE,FC26_RESEARCH_FC26_HEAD_FRECKLES_NONE,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FRECKLES_FRECKLES_2,FC26_RESEARCH_FC26_HEAD_FRECKLES_FRECKLES_2,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FRECKLES_FRECKLES_12,FC26_RESEARCH_FC26_HEAD_FRECKLES_FRECKLES_12,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FRECKLES_FRECKLES_3,FC26_RESEARCH_FC26_HEAD_FRECKLES_FRECKLES_3,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_9,FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_9,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_18,FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_18,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_26,FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_26,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_36,FC26_RESEARCH_FC26_HEAD_SCARRING_SCARRING_36,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_MOLES_MOLES_2,FC26_RESEARCH_FC26_HEAD_MOLES_MOLES_2,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_MOLES_MOLES_7,FC26_RESEARCH_FC26_HEAD_MOLES_MOLES_7,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_ROSACEA_ROSACEA_5,FC26_RESEARCH_FC26_HEAD_ROSACEA_ROSACEA_5,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FACE_MAKEUP_FACE_MAKEUP_2,FC26_RESEARCH_FC26_HEAD_FACE_MAKEUP_FACE_MAKEUP_2,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_LIP_MAKEUP_NONE,FC26_RESEARCH_FC26_HEAD_LIP_MAKEUP_NONE,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_1002,FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_1002,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_294,FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_294,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_23,FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_23,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_175,FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_175,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_304,FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_304,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_9,FC26_RESEARCH_FC26_HEAD_FOREHEAD_FOREHEAD_9,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_JAW_JAW_226,FC26_RESEARCH_FC26_HEAD_JAW_JAW_226,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_JAW_JAW_260,FC26_RESEARCH_FC26_HEAD_JAW_JAW_260,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_JAW_JAW_9,FC26_RESEARCH_FC26_HEAD_JAW_JAW_9,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_JAW_JAW_151,FC26_RESEARCH_FC26_HEAD_JAW_JAW_151,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_JAW_JAW_294,FC26_RESEARCH_FC26_HEAD_JAW_JAW_294,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_JAW_JAW_1002,FC26_RESEARCH_FC26_HEAD_JAW_JAW_1002,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_EARS_EARS_175,FC26_RESEARCH_FC26_HEAD_EARS_EARS_175,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_EARS_EARS_249,FC26_RESEARCH_FC26_HEAD_EARS_EARS_249,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_EARS_EARS_1006,FC26_RESEARCH_FC26_HEAD_EARS_EARS_1006,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_EARS_EARS_194,FC26_RESEARCH_FC26_HEAD_EARS_EARS_194,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_EARS_EARS_170,FC26_RESEARCH_FC26_HEAD_EARS_EARS_170,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_202,FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_202,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_299,FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_299,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_43,FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_43,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_203,FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_203,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_226,FC26_RESEARCH_FC26_HEAD_CHEEKS_CHEEKS_226,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_226,FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_226,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_268,FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_268,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_1003,FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_1003,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_118,FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_118,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_1001,FC26_RESEARCH_FC26_HEAD_CHIN_CHIN_1001,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_NECK_NECK_241,FC26_RESEARCH_FC26_HEAD_NECK_NECK_241,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_NECK_NECK_304,FC26_RESEARCH_FC26_HEAD_NECK_NECK_304,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_NECK_NECK_52,FC26_RESEARCH_FC26_HEAD_NECK_NECK_52,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_HEAD_NECK_NECK_1002,FC26_RESEARCH_FC26_HEAD_NECK_NECK_1002,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYE_COLOUR_LIGHT_GREY,FC26_RESEARCH_FC26_FACE_EYE_COLOUR_LIGHT_GREY,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYE_COLOUR_GREEN,FC26_RESEARCH_FC26_FACE_EYE_COLOUR_GREEN,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYE_COLOUR_MEDIUM_GREY,FC26_RESEARCH_FC26_FACE_EYE_COLOUR_MEDIUM_GREY,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYE_COLOUR_LIGHT_BLUE,FC26_RESEARCH_FC26_FACE_EYE_COLOUR_LIGHT_BLUE,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYES_EYES_299,FC26_RESEARCH_FC26_FACE_EYES_EYES_299,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYES_EYES_1005,FC26_RESEARCH_FC26_FACE_EYES_EYES_1005,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYES_EYES_93,FC26_RESEARCH_FC26_FACE_EYES_EYES_93,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYES_EYES_268,FC26_RESEARCH_FC26_FACE_EYES_EYES_268,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYES_EYES_23,FC26_RESEARCH_FC26_FACE_EYES_EYES_23,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYES_EYES_116,FC26_RESEARCH_FC26_FACE_EYES_EYES_116,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_268,FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_268,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_304,FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_304,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_1004,FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_1004,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_115,FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_115,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_3,FC26_RESEARCH_FC26_FACE_EYEBROWS_EYEBROWS_3,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_NOSE_NOSE_203,FC26_RESEARCH_FC26_FACE_NOSE_NOSE_203,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_NOSE_NOSE_226,FC26_RESEARCH_FC26_FACE_NOSE_NOSE_226,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_NOSE_NOSE_1004,FC26_RESEARCH_FC26_FACE_NOSE_NOSE_1004,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_NOSE_NOSE_116,FC26_RESEARCH_FC26_FACE_NOSE_NOSE_116,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_NOSE_NOSE_1002,FC26_RESEARCH_FC26_FACE_NOSE_NOSE_1002,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_NOSE_NOSE_294,FC26_RESEARCH_FC26_FACE_NOSE_NOSE_294,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_226,FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_226,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_304,FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_304,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
SECOND_VERIFIER_FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_241,FC26_RESEARCH_FC26_FACE_MOUTH_MOUTH_241,NEEDS_PRIMARY_REVIEW,BLOCKED_UNTIL_PRIMARY_REVIEW_AND_REAL_SECOND_HUMAN,NOT_PRODUCTION_DATA
