video_id,original_filename,canonical_filename,source_video_checksum,start_timestamp,end_timestamp,event_type,parent_menu,visible_menu_label,visible_option_label,visible_option_index,native_order,observed_action,confidence,transition_active,transition_contamination,blur_present,obstruction_present,model_fully_loaded,menu_cursor_hides_relevant_information,canonical_settings_changed,usable_for_count,usable_for_order,usable_for_visual_analysis,extracted_frame_path,notes
CF27_XBOX_SOURCE_2026_08_02_001,EA SPORTS™ College Football 27-2026_08_02-21_13_02.mp4,EA SPORTS™ College Football 27-2026_08_02-21_13_02.mp4,bdd75f0ce953aaf9fda0cb187658b9314ae7f6c21f5ab30d7e474549841037d5,230,240.24,option_change,Create Player > Player > Appearance > Head & Skin,Chin,Square,,,selected_option_observed_or_traversed,HIGH,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,true,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_001_tl_011_chin_235p0s.png,"Selected native Chin label Square is directly readable; grid appears fully visible, but production still needs second verification."
CF27_XBOX_SOURCE_2026_08_02_002,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,60f68a5c1af4f96f9f18c453440a7f8d6296aa661068b0092f3e41827e553d50,0,4,menu_transition,Create Player > Player,Appearance menu / Hair row,,,,timeline_observation,MEDIUM,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,false,false,,Appearance menu begins on Hair row before opening Hair controls.
CF27_XBOX_SOURCE_2026_08_02_002,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,60f68a5c1af4f96f9f18c453440a7f8d6296aa661068b0092f3e41827e553d50,5,99,option_change,Create Player > Player > Appearance > Hair,Hair Style,Short Curly,,,selected_option_observed_or_traversed,HIGH,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,true,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_002_tl_002_hair_style_5p5s.png,Selected native Hair Style label Short Curly is directly readable. Broader traversal is visible but not all labels are cataloged by this intake.
CF27_XBOX_SOURCE_2026_08_02_002,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,60f68a5c1af4f96f9f18c453440a7f8d6296aa661068b0092f3e41827e553d50,100,174,option_change,Create Player > Player > Appearance > Hair,Hair Color,Light Brown,,,selected_option_observed_or_traversed,HIGH,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,true,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_002_tl_003_hair_color_100p5s.png,"Selected native Hair Color label Light Brown is directly readable, but the selector is scrolled so native order remains unresolved."
CF27_XBOX_SOURCE_2026_08_02_002,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,60f68a5c1af4f96f9f18c453440a7f8d6296aa661068b0092f3e41827e553d50,175,224,option_change,Create Player > Player > Appearance > Hair,Facial Hair Style,Mutton Chops,,,selected_option_observed_or_traversed,HIGH,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,true,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_002_tl_004_facial_hair_style_175p5s.png,"Selected native Facial Hair Style label Mutton Chops is directly readable, but the selector is scrolled so native order remains unresolved."
CF27_XBOX_SOURCE_2026_08_02_002,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,60f68a5c1af4f96f9f18c453440a7f8d6296aa661068b0092f3e41827e553d50,225,235.35,option_change,Create Player > Player > Appearance > Hair,Facial Hair Color,Purple,,,selected_option_observed_or_traversed,HIGH,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,true,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_002_tl_005_facial_hair_color_225p5s.png,"Selected native Facial Hair Color label Purple is directly readable, but the selector is scrolled so native order remains unresolved."
CF27_XBOX_SOURCE_2026_08_02_003,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,90a29684f972dff7f41c33fb6457ee545a65c94292647ff9d91be1f1bc168586,0,4,menu_transition,Create Player > Player,Player body / Styles entry,,,,timeline_observation,MEDIUM,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,false,false,,Recording begins in Player context before Styles row review.
CF27_XBOX_SOURCE_2026_08_02_003,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,90a29684f972dff7f41c33fb6457ee545a65c94292647ff9d91be1f1bc168586,5,74,option_change,Create Player > Player > Styles,QB Throw Style,Over the Top 2,,,selected_option_observed_or_traversed,HIGH,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,true,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_003_tl_002_styles_throw_style_5p5s.png,Styles screen visible with QB Throw Style and other body/context rows. This is not facial-appearance catalog evidence.
CF27_XBOX_SOURCE_2026_08_02_003,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,90a29684f972dff7f41c33fb6457ee545a65c94292647ff9d91be1f1bc168586,75,124,option_change,Create Player > Player > Styles,Run Style,Default / visible style values,,,selected_option_observed_or_traversed,MEDIUM,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,false,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_003_tl_003_styles_run_style_75p5s.png,Run Style and related rows appear during traversal; used for context/dependency gap tracking only.
CF27_XBOX_SOURCE_2026_08_02_003,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,90a29684f972dff7f41c33fb6457ee545a65c94292647ff9d91be1f1bc168586,125,154,option_change,Create Player > Player > Styles,QB Under Center Stance,Visible stance values,,,selected_option_observed_or_traversed,MEDIUM,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,false,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_003_tl_004_styles_under_center_stance_125p5s.png,Under-center stance options are visible; no facial recommendation should use this evidence.
CF27_XBOX_SOURCE_2026_08_02_003,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,EA SPORTS™ College Football 27-2026_08_02-21_21_15.mp4,90a29684f972dff7f41c33fb6457ee545a65c94292647ff9d91be1f1bc168586,155,163.8,option_change,Create Player > Player > Styles,2-Point Stance rows,Visible stance values,,,selected_option_observed_or_traversed,MEDIUM,false,NO,false,false,VISIBLE_PREVIEW_LOADED_FOR_EXTRACTED_FRAME,NO,YES_SETTING_CHANGES_OBSERVED_ACROSS_TRAVERSAL,false,false,true,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_003_tl_005_styles_point_stance_155p5s.png,Two-point stance rows are visible; no facial recommendation should use this evidence.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,0,7,menu_transition,Road to Glory,College Football hub / Road to Glory navigation,,,,timeline_observation,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Main hub/navigation state; Road to Glory is visible in the left navigation. Not catalog option evidence.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,8,11,loading_transition,Road to Glory,Road to Glory transition/loading,,,,loading_or_transition,LOW,true,YES,false,false,LOADING_OR_TRANSITION,NO,NOT_APPLICABLE,false,false,false,,Road to Glory splash/loading transition.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,12,17,menu_transition,Road to Glory,Road to Glory menu/start area,,,,timeline_observation,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Road to Glory setup/navigation screens; exact small labels require a later frame-level pass before use as creation-path evidence.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,18,23,menu_transition,,Archetype / prospect selection cards,,,,context_labels_visible,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Card labels are visible in the creation-flow UI. They are not College Football 27 appearance catalog records.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,24,29,menu_transition,,Player setup / position path,QB,,,creation_path_label_visible,MEDIUM,false,NO,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,false,false,false,,"QB appears on the setup screen; this is creation-path evidence, not appearance option evidence."
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,30,32,loading_transition,,Transition into player creation,,,,loading_or_transition,LOW,true,YES,false,false,LOADING_OR_TRANSITION,NO,NOT_APPLICABLE,false,false,false,,Stadium/football transition before player-creation appearance screens.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,33,37,menu_transition,Create Player,Create Player appearance path/menu,,,,timeline_observation,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Created-player appearance area becomes visible.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,38,45,menu_transition,Create Player,Create Player menu navigation,,,,timeline_observation,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Menu navigation continues; small labels are not indexed as appearance options.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,46,57,rotation,Create Player,Create Player preview / build-equipment area,,,,rotation_observed,LOW,true,YES,true,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Player preview rotates/moves; useful for creation-path context only.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,58,66,menu_transition,Create Player,Create Player menu navigation,,,,timeline_observation,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Stable menu/player preview after rotation.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,67,70,menu_exit,,Exit confirmation modal,,,,menu_exit_observed,MEDIUM,true,YES,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,data/phase-zero/derivative-frames/video-001-tl-011_01-environment-and-creation-path-mp4_68p5s.png,Leave/exit confirmation modal appears.
phase0-video-001,01_Environment_and_Creation_Path.MP4,01_Environment_and_Creation_Path.mp4,6f42d3ef2572810fc09ac5138970dee5f325c539925f084a130d3fdcf7c2a0b2,71,73.57,menu_transition,Create Player,Create Player menu after exit cancellation/return,,,,timeline_observation,LOW,false,NO,false,true,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,data/phase-zero/derivative-frames/video-001-tl-012_01-environment-and-creation-path-mp4_72p29s.png,Returns to player creation/menu state; small bottom notification overlay appears near the end.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,0,5,menu_transition,Create Player,Create Player / Appearance navigation,,,,timeline_observation,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,6,7,menu_transition,,Head & Skin submenu,,,,timeline_observation,MEDIUM,false,NO,false,false,NOT_APPLICABLE_OR_NOT_VISIBLE,NO,NOT_APPLICABLE,false,false,false,,Navigation into head/skin area before Head Template grid.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,8,9,loading_transition,,Head Template transition/loading,,,,loading_or_transition,LOW,true,YES,false,true,LOADING_OR_TRANSITION,NO,NOT_APPLICABLE,false,false,false,,Transition into Head Template. EA/music notification overlay visible around this entry.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,10,19,option_change,Head & Skin,HEAD TEMPLATE,Face 1,1,1,selected_option_observed,HIGH,true,YES,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,true,true,true,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_001/CF27_XBOXUNKNOWN_RTG_HEAD_001_MENU_video-002_11p68s.png,Selected Head Template label is directly readable. Neighboring thumbnail faces are visible but are not treated as selected options.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,20,28,option_change,Head & Skin,HEAD TEMPLATE,Face 2,2,2,selected_option_observed,HIGH,true,YES,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,true,true,true,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_002/CF27_XBOXUNKNOWN_RTG_HEAD_002_MENU_video-002_21p52s.png,Selected Head Template label is directly readable. Neighboring thumbnail faces are visible but are not treated as selected options.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,29,38,option_change,Head & Skin,HEAD TEMPLATE,Face 3,3,3,selected_option_observed,HIGH,true,YES,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,true,true,true,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_003/CF27_XBOXUNKNOWN_RTG_HEAD_003_MENU_video-002_30p68s.png,Selected Head Template label is directly readable. Neighboring thumbnail faces are visible but are not treated as selected options.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,39,48,option_change,Head & Skin,HEAD TEMPLATE,Face 4,4,4,selected_option_observed,HIGH,true,YES,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,true,true,true,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_004/CF27_XBOXUNKNOWN_RTG_HEAD_004_MENU_video-002_40p68s.png,Selected Head Template label is directly readable. Neighboring thumbnail faces are visible but are not treated as selected options.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,49,53,option_change,Head & Skin,HEAD TEMPLATE,Face 8,8,8,selected_option_observed,HIGH,true,YES,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,true,true,true,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_008/CF27_XBOXUNKNOWN_RTG_HEAD_008_MENU_video-002_49p88s.png,Selected Head Template label is directly readable. Neighboring thumbnail faces are visible but are not treated as selected options.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,54,59,option_change,Head & Skin,HEAD TEMPLATE,Face 7,7,7,selected_option_observed,HIGH,true,YES,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,true,true,true,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_007/CF27_XBOXUNKNOWN_RTG_HEAD_007_MENU_video-002_55p04s.png,Selected Head Template label is directly readable. Neighboring thumbnail faces are visible but are not treated as selected options.
phase0-video-002,02_Appearance_Menu_Part_1.mp4.MOV,02_Head_Templates_Faces_01-12.mov,b016660e24dd24e63b9f1b2412ef08e3e21a905ccc71e8b59adb406d10228a53,60,68,option_change,Head & Skin,HEAD TEMPLATE,Face 6,6,6,selected_option_observed,HIGH,true,YES,false,false,FULLY_LOADED,NO,UNKNOWN_NOT_ASSESSED,true,true,true,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_006/CF27_XBOXUNKNOWN_RTG_HEAD_006_MENU_video-002_61p52s.png,Selected Head Template label is directly readable. Neighboring thumbnail faces are visible but are not treated as selected options.
