candidateID,game,platform,gameVersion,patch,mode,creationPath,category,nativeOptionLabel,nativeOptionIndex,nativeOrderClaim,primaryReviewStatus,verificationStatus,evidenceSupportState,evidenceSupportRationale,sourceVideoIDs,sourceVideoPaths,exactUsefulTimestamps,frontViewStatus,secondaryViewStatus,menuLabelVisibility,nativeOrderVisibility,boundaryVisibility,duplicateFlag,orderUnresolvedFlag,dependencyFlag,environmentVersionLimitation,framingLimitation,lightingLimitation,obstructionLimitation,evidenceConfidence,futureRecommendationConfidenceCap,userConfirmationRequired,eligibleForVerifierQueue,eligibleForProductionPromotion,eligibleForRecommendation,blockingReasons,exactVerifierAction,optionalFutureMediaImprovement,notes
CF27_XBOXUNKNOWN_RTG_HAIRCOLOR_LIGHT_BROWN,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Hair colors,Light Brown,,,ORDER_UNRESOLVED,NOT_VERIFIED,LIMITED_EVIDENCE,Native order is unresolved; the record is preserved but cannot join the initial supported subset until a verifier resolves ordering.,CF27_XBOX_SOURCE_2026_08_02_002,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_002_tl_003_hair_color_100p5s.png; EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,100-174,CATEGORY_FRAME_REEXTRACTION_AVAILABLE,NOT_REQUIRED,VISIBLE,VISIBLE,NOT_VISIBLE,false,true,false,true,true,true,false,medium,0.25,false,false,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; ORDER_UNRESOLVED; MISSING_REQUIRED_VIEWS; COVERAGE:INCOMPLETE_EVIDENCE; NOT_IN_SUPPORTED_SUBSET,Check native order and count independently; record ORDER_MISMATCH or verified ordering.,"Optional post-launch media or user feedback may improve this record, but additional Wyatt recording is not a default initial-launch blocker.","Directly selected native label is readable in the cited August 2026 frame.; Supplemental August 2026 intake observation is primary research only.; The selected native value is directly readable in the cited frame, but complete selector boundaries and second verification remain unresolved.; No supplemental record is eligible for production recommendations.; Limited evidence record remains internal/review-only and is excluded from the initial supported subset.; Native ordering remains unresolved and must not be inferred.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HAIRSTYLE_SHORT_CURLY,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Hairstyles,Short Curly,1,1,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",CF27_XBOX_SOURCE_2026_08_02_002,data/phase-zero/derivative-frames/august-2026-source-recordings/CF27_XBOX_SOURCE_2026_08_02_002_tl_002_hair_style_5p5s.png; EA SPORTS™ College Football 27-2026_08_02-21_18_14.mp4,5-99,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,false,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; CATEGORY_COUNT_ORDER_INCOMPLETE; COVERAGE:INCOMPLETE_EVIDENCE,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Directly selected native label is readable in the cited August 2026 frame.; Supplemental August 2026 intake observation is primary research only.; The selected native value is directly readable in the cited frame, but complete selector boundaries and second verification remain unresolved.; No supplemental record is eligible for production recommendations.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_001,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 1,1,1,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_001/CF27_XBOXUNKNOWN_RTG_HEAD_001_MENU_video-002_11p68s.png; 02_Appearance_Menu_Part_1.mp4.MOV,10-19,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_002,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 2,2,2,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_002/CF27_XBOXUNKNOWN_RTG_HEAD_002_MENU_video-002_21p52s.png; 02_Appearance_Menu_Part_1.mp4.MOV,20-28,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_003,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 3,3,3,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_003/CF27_XBOXUNKNOWN_RTG_HEAD_003_MENU_video-002_30p68s.png; 02_Appearance_Menu_Part_1.mp4.MOV,29-38,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_004,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 4,4,4,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_004/CF27_XBOXUNKNOWN_RTG_HEAD_004_MENU_video-002_40p68s.png; 02_Appearance_Menu_Part_1.mp4.MOV,39-48,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_005,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 5,5,5,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_005/CF27_XBOXUNKNOWN_RTG_HEAD_005_MENU_video-002_70p04s.png; 02_Appearance_Menu_Part_1.mp4.MOV,69-74,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_006,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 6,6,6,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_006/CF27_XBOXUNKNOWN_RTG_HEAD_006_MENU_video-002_61p52s.png; 02_Appearance_Menu_Part_1.mp4.MOV,60-68,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_007,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 7,7,7,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_007/CF27_XBOXUNKNOWN_RTG_HEAD_007_MENU_video-002_55p04s.png; 02_Appearance_Menu_Part_1.mp4.MOV,54-59,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_008,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 8,8,8,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_008/CF27_XBOXUNKNOWN_RTG_HEAD_008_MENU_video-002_49p88s.png; 02_Appearance_Menu_Part_1.mp4.MOV,49-53,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_009,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 9,9,9,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_MENU_video-002_75p88s.png; 02_Appearance_Menu_Part_1.mp4.MOV,75-79,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_010,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 10,10,10,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_MENU_video-002_81p52s.png; 02_Appearance_Menu_Part_1.mp4.MOV,80-88,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_011,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 11,11,11,PRIMARY_APPROVED_WITH_NOTES,NOT_VERIFIED,SUPPORTED_WITH_NOTES,"Locked media clearly shows candidate identity/category/value and enough menu or visual evidence to advance to second-person verification, with nonfatal limitations preserved.",phase0-video-002,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_MENU_video-002_90p04s.png; 02_Appearance_Menu_Part_1.mp4.MOV,89-94,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,false,false,false,true,true,true,true,high,0.72,false,true,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS,"Independently verify native label/index/order, source evidence, available views, and whether limitations require VERIFIED_WITH_NOTES or a blocking disagreement.",Optional post-launch media may improve angles/framing but is not required by default.,"Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Supported with notes for verifier review only; not production or recommendation eligible.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
CF27_XBOXUNKNOWN_RTG_HEAD_012,EA SPORTS College Football 27,Xbox,,,Road to Glory,Main interface > Road to Glory > Road to Glory Setup > Journey type cards > Choose Your Position > QB > Create Player > Player > Appearance > Head & Skin visible,Heads,Face 12,12,12,DUPLICATE_REVIEW_REQUIRED,NOT_VERIFIED,LIMITED_EVIDENCE,Duplicate or near-duplicate concern remains unresolved; the record is preserved for explicit verifier disposition but excluded from the initial supported subset.,phase0-video-003,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_012/CF27_XBOXUNKNOWN_RTG_HEAD_012_MENU_video-002_96p04s.png; data/phase-zero/derivative-frames/video-003-tl-001_03-head-templates-faces-12-29-mov_2s.png; 02_Appearance_Menu_Part_2.mp4.MOV,0-4,MISSING_FROM_CURRENT_DERIVATIVES,MISSING:LEFT_3Q|LEFT_PROFILE|RIGHT_3Q|RIGHT_PROFILE|REAR,VISIBLE,VISIBLE,PARTIAL,true,false,false,true,true,true,true,medium,0.25,false,false,false,false,NOT_SECOND_VERIFIED; NO_CATALOG_MANAGER_APPROVAL; NOT_IN_APPROVED_IMMUTABLE_PRODUCTION_RELEASE; ENVIRONMENT_UNRESOLVED; CATEGORY_INCOMPLETE; RECAPTURE_REQUIRED_FOR_PRODUCTION_COMPARISON; DUPLICATE_REVIEW_REQUIRED; ISSUE:issue-phase0-primary-review-category-incomplete; ISSUE:issue-phase0-primary-review-duplicate-observations; ISSUE:issue-phase0-primary-review-environment-unresolved; MISSING_REQUIRED_VIEWS; NOT_IN_SUPPORTED_SUBSET,"Review duplicate relationship and decide whether this is a distinct native option, duplicate observation, or mismatch.","Optional post-launch media or user feedback may improve this record, but additional Wyatt recording is not a default initial-launch blocker.","Head category count/order is incomplete.; Current head footage is valid menu/order research evidence but requires standardized recapture for production comparison.; Eye black, hair/facial-hair state, zoom, framing, and final selector boundary are not production locked.; Limited evidence record remains internal/review-only and is excluded from the initial supported subset.; Duplicate or near-duplicate concern is preserved and must not be resolved silently.; Game version, patch, or environment metadata remains incomplete for production.; No Codex-created human verification decision is recorded."
