candidateID,category,sourceVideoID,sourceVideoFilename,originalFilename,sourceTimestampRange,evidenceIDs,evidenceFiles,sourceVideoResolved,timelineResolved,evidenceResolved
CF27_XBOXUNKNOWN_RTG_EYECOLOR_006,Eye Color,phase0-video-007,07_Eye_Color.mp4,352535,23-24,phase0-frame-video-007-tl-007,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006/CF27_XBOXUNKNOWN_RTG_EYECOLOR_006_MENU_THUMBNAIL_EVIDENCE_video-007_24p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_EYECOLOR_007,Eye Color,phase0-video-007,07_Eye_Color.mp4,352535,21-22,phase0-frame-video-007-tl-006,data/research/cf27/generated/full-resolution-frames/eye-color-options-001-007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007/CF27_XBOXUNKNOWN_RTG_EYECOLOR_007_MENU_THUMBNAIL_EVIDENCE_video-007_22p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_EYESHAPE_001,Eye Shape,phase0-video-006,06_Eye_Shape.mp4,45926e39-7553-43b1-803a-6ddc787c63dd.MP4,14-14,phase0-frame-video-006-tl-002,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001/CF27_XBOXUNKNOWN_RTG_EYESHAPE_001_MENU_video-006_14p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_EYESHAPE_002,Eye Shape,phase0-video-006,06_Eye_Shape.mp4,45926e39-7553-43b1-803a-6ddc787c63dd.MP4,15-16,phase0-frame-video-006-tl-003,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002/CF27_XBOXUNKNOWN_RTG_EYESHAPE_002_MENU_video-006_16p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_EYESHAPE_003,Eye Shape,phase0-video-006,06_Eye_Shape.mp4,45926e39-7553-43b1-803a-6ddc787c63dd.MP4,17-18,phase0-frame-video-006-tl-004,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003/CF27_XBOXUNKNOWN_RTG_EYESHAPE_003_MENU_video-006_18p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_EYESHAPE_004,Eye Shape,phase0-video-006,06_Eye_Shape.mp4,45926e39-7553-43b1-803a-6ddc787c63dd.MP4,19-19,phase0-frame-video-006-tl-005,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_004/CF27_XBOXUNKNOWN_RTG_EYESHAPE_004_MENU_video-006_19p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_EYESHAPE_005,Eye Shape,phase0-video-006,06_Eye_Shape.mp4,45926e39-7553-43b1-803a-6ddc787c63dd.MP4,20-24.93,phase0-frame-video-006-tl-006,data/research/cf27/generated/full-resolution-frames/eye-shape-options-001-005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_005/CF27_XBOXUNKNOWN_RTG_EYESHAPE_005_MENU_video-006_22p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_001,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,10-19,phase0-frame-video-002-tl-004,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_001/CF27_XBOXUNKNOWN_RTG_HEAD_001_MENU_video-002_11p68s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_002,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,20-28,phase0-frame-video-002-tl-005,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_002/CF27_XBOXUNKNOWN_RTG_HEAD_002_MENU_video-002_21p52s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_003,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,29-38,phase0-frame-video-002-tl-006,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_003/CF27_XBOXUNKNOWN_RTG_HEAD_003_MENU_video-002_30p68s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_004,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,39-48,phase0-frame-video-002-tl-007,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_004/CF27_XBOXUNKNOWN_RTG_HEAD_004_MENU_video-002_40p68s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_005,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,69-74,phase0-frame-video-002-tl-011,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_005/CF27_XBOXUNKNOWN_RTG_HEAD_005_MENU_video-002_70p04s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_006,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,60-68,phase0-frame-video-002-tl-010,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_006/CF27_XBOXUNKNOWN_RTG_HEAD_006_MENU_video-002_61p52s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_007,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,54-59,phase0-frame-video-002-tl-009,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_007/CF27_XBOXUNKNOWN_RTG_HEAD_007_MENU_video-002_55p04s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_008,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,49-53,phase0-frame-video-002-tl-008,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_008/CF27_XBOXUNKNOWN_RTG_HEAD_008_MENU_video-002_49p88s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_009,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,75-79,phase0-frame-video-002-tl-012,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_009/CF27_XBOXUNKNOWN_RTG_HEAD_009_MENU_video-002_75p88s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_010,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,80-88,phase0-frame-video-002-tl-013,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_010/CF27_XBOXUNKNOWN_RTG_HEAD_010_MENU_video-002_81p52s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_011,Heads,phase0-video-002,02_Head_Templates_Faces_01-12.mov,02_Appearance_Menu_Part_1.mp4.MOV,89-94,phase0-frame-video-002-tl-014,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_011/CF27_XBOXUNKNOWN_RTG_HEAD_011_MENU_video-002_90p04s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_012,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,0-4,phase0-frame-video-002-tl-015; phase0-frame-video-003-tl-001,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_012/CF27_XBOXUNKNOWN_RTG_HEAD_012_MENU_video-002_96p04s.png; data/phase-zero/derivative-frames/video-003-tl-001_03-head-templates-faces-12-29-mov_2s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_013,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,21-29,phase0-frame-video-003-tl-004,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_013/CF27_XBOXUNKNOWN_RTG_HEAD_013_MENU_video-003_28p04s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_014,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,14-20,phase0-frame-video-003-tl-003,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_015/CF27_XBOXUNKNOWN_RTG_HEAD_015_MENU_video-003_14p04s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_016,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,5-13,phase0-frame-video-003-tl-002; phase0-frame-video-002-tl-016,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_016/CF27_XBOXUNKNOWN_RTG_HEAD_016_MENU_video-003_7p20s.png; data/phase-zero/derivative-frames/video-002-tl-016_02-head-templates-faces-01-12-mov_104p9s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_017,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,30-39,phase0-frame-video-003-tl-005,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_017/CF27_XBOXUNKNOWN_RTG_HEAD_017_MENU_video-003_34p20s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_018,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,40-49,phase0-frame-video-003-tl-006,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_018/CF27_XBOXUNKNOWN_RTG_HEAD_018_MENU_video-003_41p36s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_021,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,80-89,phase0-frame-video-003-tl-010,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_021/CF27_XBOXUNKNOWN_RTG_HEAD_021_MENU_video-003_80p88s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_022,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,70-79,phase0-frame-video-003-tl-009,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_022/CF27_XBOXUNKNOWN_RTG_HEAD_022_MENU_video-003_76p72s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_023,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,50-59,phase0-frame-video-003-tl-007,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_023/CF27_XBOXUNKNOWN_RTG_HEAD_023_MENU_video-003_57p20s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_024,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,60-69,phase0-frame-video-003-tl-008,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_024/CF27_XBOXUNKNOWN_RTG_HEAD_024_MENU_video-003_63p88s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_027,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,90-99,phase0-frame-video-003-tl-011,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_026/CF27_XBOXUNKNOWN_RTG_HEAD_026_MENU_video-003_95p04s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_028,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,100-109,phase0-frame-video-003-tl-012,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_027/CF27_XBOXUNKNOWN_RTG_HEAD_027_MENU_video-003_100p72s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_029,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,127-133.02,phase0-frame-video-003-tl-015,data/research/cf27/generated/full-resolution-frames/head-templates-faces-001-029/CF27_XBOXUNKNOWN_RTG_HEAD_029/CF27_XBOXUNKNOWN_RTG_HEAD_029_MENU_video-003_128p20s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_030,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,120-126,phase0-frame-video-003-tl-014,data/phase-zero/derivative-frames/video-003-tl-014_03-head-templates-faces-12-29-mov_123s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_HEAD_031,Heads,phase0-video-003,03_Head_Templates_Faces_12-29.mov,02_Appearance_Menu_Part_2.mp4.MOV,110-119,phase0-frame-video-003-tl-013,data/phase-zero/derivative-frames/video-003-tl-013_03-head-templates-faces-12-29-mov_114p5s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_NOSE_001,Nose,phase0-video-008,08_Nose.mp4,352537,15-15,phase0-frame-video-008-tl-003,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_001/CF27_XBOXUNKNOWN_RTG_NOSE_001_MENU_EVIDENCE_video-008_15p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_NOSE_002,Nose,phase0-video-008,08_Nose.mp4,352537,16-18,phase0-frame-video-008-tl-004,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_002/CF27_XBOXUNKNOWN_RTG_NOSE_002_MENU_EVIDENCE_video-008_17p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_NOSE_003,Nose,phase0-video-008,08_Nose.mp4,352537,19-20,phase0-frame-video-008-tl-005,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_003/CF27_XBOXUNKNOWN_RTG_NOSE_003_MENU_EVIDENCE_video-008_19p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_NOSE_004,Nose,phase0-video-008,08_Nose.mp4,352537,21-22,phase0-frame-video-008-tl-006,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_004/CF27_XBOXUNKNOWN_RTG_NOSE_004_MENU_EVIDENCE_video-008_21p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_NOSE_005,Nose,phase0-video-008,08_Nose.mp4,352537,14-14,phase0-frame-video-008-tl-002; phase0-frame-video-008-tl-009,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_005/CF27_XBOXUNKNOWN_RTG_NOSE_005_BEST_AVAILABLE_THREE_QUARTER_video-008_14p00s.png; data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_005/CF27_XBOXUNKNOWN_RTG_NOSE_005_MENU_EVIDENCE_video-008_29p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_NOSE_006,Nose,phase0-video-008,08_Nose.mp4,352537,25-27,phase0-frame-video-008-tl-008,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_006/CF27_XBOXUNKNOWN_RTG_NOSE_006_MENU_EVIDENCE_video-008_26p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_NOSE_007,Nose,phase0-video-008,08_Nose.mp4,352537,23-24,phase0-frame-video-008-tl-007,data/research/cf27/generated/full-resolution-frames/nose-options-001-007/CF27_XBOXUNKNOWN_RTG_NOSE_007/CF27_XBOXUNKNOWN_RTG_NOSE_007_MENU_EVIDENCE_video-008_23p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,8-8,phase0-frame-video-005-tl-002,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_001_MENU_video-005_8p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,9-10,phase0-frame-video-005-tl-003,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_002_MENU_video-005_10p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,11-14,phase0-frame-video-005-tl-004,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_003_MENU_video-005_13p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,15-16,phase0-frame-video-005-tl-005,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_004_MENU_video-005_15p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,23-24,phase0-frame-video-005-tl-009,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_005_MENU_video-005_24p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,21-22,phase0-frame-video-005-tl-008,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_006_MENU_video-005_22p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,19-20,phase0-frame-video-005-tl-007,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_007_MENU_video-005_20p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,17-18,phase0-frame-video-005-tl-006,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_008_MENU_video-005_18p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,25-26,phase0-frame-video-005-tl-010,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_009_MENU_video-005_26p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010,Skin Details,phase0-video-005,05_Skin_Details.mp4,04_Appearance_Skin_Details.MP4,27-31.72,phase0-frame-video-005-tl-011,data/research/cf27/generated/full-resolution-frames/skin-details-options-001-010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010/CF27_XBOXUNKNOWN_RTG_SKINDETAILS_010_MENU_video-005_29p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_001,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,45-46,phase0-frame-video-004-tl-019,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_001/CF27_XBOXUNKNOWN_RTG_SKINTONE_001_MENU_video-004_45p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_002,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,47-47,phase0-frame-video-004-tl-020,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_002/CF27_XBOXUNKNOWN_RTG_SKINTONE_002_MENU_video-004_47p00s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_003,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,48-49,phase0-frame-video-004-tl-021,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_003/CF27_XBOXUNKNOWN_RTG_SKINTONE_003_MENU_video-004_48p50s.png,true,true,true
CF27_XBOXUNKNOWN_RTG_SKINTONE_004,Skin Tone,phase0-video-004,04_Skin_Tone.mp4,03_Appearance_Skin_Tone.MP4,12-13,phase0-frame-video-004-tl-003,data/research/cf27/generated/full-resolution-frames/skin-tone-values-001-024/CF27_XBOXUNKNOWN_RTG_SKINTONE_004/CF27_XBOXUNKNOWN_RTG_SKINTONE_004_MENU_video-004_12p50s.png,true,true,true
