record_type,stable_menu_id,parent_menu_id,display_label,native_label,native_order,record_kind,control_type,capture_status,gap_flags,inspected,complete,visible_value_count,visible_minimum,visible_maximum,default_value,wrap_behavior,production_eligible,evidence_count,verification_status
menu,cf27-menu-appearance-hair,cf27-menu-player-appearance,Hair,Hair,2,submenu,submenu,PARTIAL,PARTIAL|COUNT_UNKNOWN|RECAPTURE_REQUIRED|FIRST_VALUE_UNKNOWN|FINAL_VALUE_UNKNOWN|ORDER_NOT_INSPECTED,false,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
menu,cf27-menu-player-appearance,menu-cf27-create-player-player-tab,Appearance,Appearance,2,top-level appearance category,top_level_appearance_category,PARTIAL,PARTIAL|COUNT_UNKNOWN|RECAPTURE_REQUIRED|FIRST_VALUE_UNKNOWN|FINAL_VALUE_UNKNOWN|ORDER_NOT_INSPECTED,false,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-ear-shape-none,cf27-menu-head-skin-ear-shape,None,None,1,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,2,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-ear-shape-attached-lobe,cf27-menu-head-skin-ear-shape,Attached Lobe,Attached Lobe,2,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-ear-shape-round-free-lobe,cf27-menu-head-skin-ear-shape,Round Free Lobe,Round Free Lobe,3,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-ear-shape-pointed,cf27-menu-head-skin-ear-shape,Pointed,Pointed,4,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-color-light-blue,cf27-menu-head-skin-eye-color,Light Blue,Light Blue,1,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-color-light-brown,cf27-menu-head-skin-eye-color,Light Brown,Light Brown,2,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-color-brown,cf27-menu-head-skin-eye-color,Brown,Brown,3,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-color-blue,cf27-menu-head-skin-eye-color,Blue,Blue,4,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-color-hazel,cf27-menu-head-skin-eye-color,Hazel,Hazel,5,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-color-grey,cf27-menu-head-skin-eye-color,Grey,Grey,6,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-color-light-green,cf27-menu-head-skin-eye-color,Light Green,Light Green,7,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-shape-almond,cf27-menu-head-skin-eye-shape,Almond,Almond,1,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-shape-none,cf27-menu-head-skin-eye-shape,None,None,2,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-shape-prominent,cf27-menu-head-skin-eye-shape,Prominent,Prominent,3,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-shape-monolid,cf27-menu-head-skin-eye-shape,Monolid,Monolid,4,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-eye-shape-hooded,cf27-menu-head-skin-eye-shape,Hooded,Hooded,5,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-001,cf27-menu-head-skin-head-template,Face 1,Face 1,1,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,1,1,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-002,cf27-menu-head-skin-head-template,Face 2,Face 2,2,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,2,2,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-003,cf27-menu-head-skin-head-template,Face 3,Face 3,3,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,3,3,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-004,cf27-menu-head-skin-head-template,Face 4,Face 4,4,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,4,4,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-005,cf27-menu-head-skin-head-template,Face 5,Face 5,5,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,5,5,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-006,cf27-menu-head-skin-head-template,Face 6,Face 6,6,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,6,6,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-007,cf27-menu-head-skin-head-template,Face 7,Face 7,7,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,7,7,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-008,cf27-menu-head-skin-head-template,Face 8,Face 8,8,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,8,8,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-009,cf27-menu-head-skin-head-template,Face 9,Face 9,9,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,9,9,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-010,cf27-menu-head-skin-head-template,Face 10,Face 10,10,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,10,10,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-011,cf27-menu-head-skin-head-template,Face 11,Face 11,11,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,11,11,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-012,cf27-menu-head-skin-head-template,Face 12,Face 12,12,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,12,12,,UNKNOWN,false,2,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-013,cf27-menu-head-skin-head-template,Face 13,Face 13,13,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,13,13,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-014,cf27-menu-head-skin-head-template,Face 14,Face 14,14,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,14,14,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-016,cf27-menu-head-skin-head-template,Face 16,Face 16,16,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,16,16,,UNKNOWN,false,2,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-017,cf27-menu-head-skin-head-template,Face 17,Face 17,17,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,17,17,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-018,cf27-menu-head-skin-head-template,Face 18,Face 18,18,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,18,18,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-021,cf27-menu-head-skin-head-template,Face 21,Face 21,21,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,21,21,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-022,cf27-menu-head-skin-head-template,Face 22,Face 22,22,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,22,22,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-023,cf27-menu-head-skin-head-template,Face 23,Face 23,23,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,23,23,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-024,cf27-menu-head-skin-head-template,Face 24,Face 24,24,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,24,24,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-027,cf27-menu-head-skin-head-template,Face 27,Face 27,27,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,27,27,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-028,cf27-menu-head-skin-head-template,Face 28,Face 28,28,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,28,28,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-029,cf27-menu-head-skin-head-template,Face 29,Face 29,29,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,29,29,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-030,cf27-menu-head-skin-head-template,Face 30,Face 30,30,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,30,30,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-head-template-031,cf27-menu-head-skin-head-template,Face 31,Face 31,31,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,31,31,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-nose-aquiline,cf27-menu-head-skin-nose,Aquiline,Aquiline,1,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,2,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-nose-none,cf27-menu-head-skin-nose,None,None,2,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-nose-hooked,cf27-menu-head-skin-nose,Hooked,Hooked,3,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-nose-button,cf27-menu-head-skin-nose,Button,Button,4,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-nose-nubian,cf27-menu-head-skin-nose,Nubian,Nubian,5,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-nose-funnel,cf27-menu-head-skin-nose,Funnel,Funnel,6,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-nose-roman,cf27-menu-head-skin-nose,Roman,Roman,7,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-none,cf27-menu-head-skin-skin-details,None,None,1,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-freckles-2,cf27-menu-head-skin-skin-details,Freckles 2,Freckles 2,2,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-scar-3,cf27-menu-head-skin-skin-details,Scar 3,Scar 3,3,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-scar-2,cf27-menu-head-skin-skin-details,Scar 2,Scar 2,4,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-redness-2,cf27-menu-head-skin-skin-details,Redness 2,Redness 2,5,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-redness-3,cf27-menu-head-skin-skin-details,Redness 3,Redness 3,6,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-acne-scar-1,cf27-menu-head-skin-skin-details,Acne Scar 1,Acne Scar 1,7,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-scar-1,cf27-menu-head-skin-skin-details,Scar 1,Scar 1,8,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-redness-1,cf27-menu-head-skin-skin-details,Redness 1,Redness 1,9,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-details-freckles-1,cf27-menu-head-skin-skin-details,Freckles 1,Freckles 1,10,named option,named_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,,,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-001,cf27-menu-head-skin-skin-tone,Skin Tone 01,Skin Tone 01,1,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,1,1,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-002,cf27-menu-head-skin-skin-tone,Skin Tone 02,Skin Tone 02,2,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,2,2,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-003,cf27-menu-head-skin-skin-tone,Skin Tone 03,Skin Tone 03,3,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,3,3,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-004,cf27-menu-head-skin-skin-tone,Skin Tone 04,Skin Tone 04,4,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,4,4,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-006,cf27-menu-head-skin-skin-tone,Skin Tone 06,Skin Tone 06,6,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,6,6,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-007,cf27-menu-head-skin-skin-tone,Skin Tone 07,Skin Tone 07,7,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,7,7,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-008,cf27-menu-head-skin-skin-tone,Skin Tone 08,Skin Tone 08,8,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,8,8,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-009,cf27-menu-head-skin-skin-tone,Skin Tone 09,Skin Tone 09,9,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,9,9,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-010,cf27-menu-head-skin-skin-tone,Skin Tone 10,Skin Tone 10,10,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,10,10,,UNKNOWN,false,2,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-011,cf27-menu-head-skin-skin-tone,Skin Tone 11,Skin Tone 11,11,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,11,11,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-012,cf27-menu-head-skin-skin-tone,Skin Tone 12,Skin Tone 12,12,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,12,12,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-013,cf27-menu-head-skin-skin-tone,Skin Tone 13,Skin Tone 13,13,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,13,13,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-017,cf27-menu-head-skin-skin-tone,Skin Tone 17,Skin Tone 17,17,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,17,17,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-018,cf27-menu-head-skin-skin-tone,Skin Tone 18,Skin Tone 18,18,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,18,18,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-019,cf27-menu-head-skin-skin-tone,Skin Tone 19,Skin Tone 19,19,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,19,19,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-020,cf27-menu-head-skin-skin-tone,Skin Tone 20,Skin Tone 20,20,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,20,20,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-021,cf27-menu-head-skin-skin-tone,Skin Tone 21,Skin Tone 21,21,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,21,21,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-022,cf27-menu-head-skin-skin-tone,Skin Tone 22,Skin Tone 22,22,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,22,22,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-023,cf27-menu-head-skin-skin-tone,Skin Tone 23,Skin Tone 23,23,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,23,23,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-024,cf27-menu-head-skin-skin-tone,Skin Tone 24,Skin Tone 24,24,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,24,24,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
option,cf27-menu-option-skin-tone-029,cf27-menu-head-skin-skin-tone,Skin Tone 29,Skin Tone 29,29,numbered option,numbered_option,PARTIAL,PARTIAL|RECAPTURE_REQUIRED,true,false,,29,29,,UNKNOWN,false,1,OBSERVED_PENDING_VERIFICATION
